source airport,source airport name,source city,source country,source lat,source lon,destination airport,destination airport name,destination city,destination country,destination lat,destination lon,equipment
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,ANF,CERRO MORENO INTERNATIONAL,ANTOFAGASTA,CHILE,-23.444,-70.445,320 319
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,ARI,CHACALLUTA,ARICA,CHILE,-18.348,-70.339,320
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,ASU,SILVIO PETTIROSSI INTERNATIONAL,ASUNCION,PARAGUAY,-25.24,-57.519,320
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,BBA,BALMACEDA,BALMACEDA,CHILE,-45.916,-71.689,320
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147,763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,CCP,CARRIEL SUR INTERNATIONAL,CONCEPCION,CHILE,-36.773,-73.063,320 319
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,CCS,SIMON BOLIVAR INTERNATIONAL,CARACAS,VENEZUELA,10.603,-66.991,763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,CJC,EL LOA,CALAMA,CHILE,-22.499,-68.904,320
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,COR,AMBROSIO L V TARAVELLA,CORDOBA,ARGENTINA,-31.324,-64.208,320
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,CPO,CHAMONATE,COPIAPO,CHILE,-27.296,-70.414,319 320
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,CUN,CANCUN INTERNATIONAL,CANCUN,MEXICO,21.036,-86.877,763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,DFW,DALLAS FORT WORTH INTERNATIONAL,DALLAS-FORT WORTH,USA,32.896,-97.037,763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,GIG,GALEAO ANTONIO CARLOS JOBIM,RIO DE JANEIRO,BRAZIL,-22.809,-43.244,320 319
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469,763 320 319
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884,763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,IPC,MATAVERI INTERNATIONAL,EASTER ISLAND,CHILE,-27.165,-109.422,763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,IQQ,DIEGO ARACENA INTERNATIONAL,IQUIQUE,CHILE,-20.535,-70.181,320
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,JFK,JOHN F KENNEDY INTERNATIONAL,NEW YORK,USA,40.64,-73.779,787
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,763 320 319
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,LSC,LA FLORIDA,LA SERENA,CHILE,-29.916,-71.191,320 319
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,MAD,BARAJAS,MADRID,SPAIN,40.472,-3.561,787
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,MDZ,EL PLUMERILLO,MENDOZA,ARGENTINA,-32.832,-68.793,320 319
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,MEX,LICENCIADO BENITO JUAREZ INTERNATIONAL,MEXICO CITY,MEXICO,19.436,-99.072,763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,MIA,MIAMI INTERNATIONAL,MIAMI,USA,25.793,-80.291,763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,MVD,ANGEL S ADAMI,MONTEVIDEO,URUGUAY,-34.789,-56.264,320 763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,MVD,CARRASCO INTERNATIONAL,MONTEVIDEO,URUGUAY,-34.838,-56.03,320 763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,PMC,EL TEPUAL INTERNATIONAL,PUERTO MONTT,CHILE,-41.439,-73.094,320
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,PUJ,PUNTA CANA INTERNATIONAL,PUNTA CANA,DOMINICAN REPUBLIC,18.567,-68.363,763
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,PUQ,CARLOS IBANEZ DEL CAMPO INTERNATIONAL,PUNTA ARENAS,CHILE,-53.003,-70.855,320
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,SYD,KINGSFORD SMITH INTERNATIONAL AIRPORT,SYDNEY,AUSTRALIA,-33.946,151.177,744
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,319
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,ZCO,MAQUEHUE,TEMUCO,CHILE,-38.769,-72.636,319
SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,ZOS,CANAL BAJO CARLOS HOTT SIEBERT,OSORNO,CHILE,-40.611,-73.06,319
SLA,SALTA,SALTA,ARGENTINA,-24.856,-65.486,AEP,AEROPARQUE JORGE NEWBERY,BUENOS AIRES,ARGENTINA,-34.559,-58.416,320
SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,11.119,-74.231,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147,320
SYD,KINGSFORD SMITH INTERNATIONAL AIRPORT,SYDNEY,AUSTRALIA,-33.946,151.177,AKL,AUCKLAND INTERNATIONAL,AUCKLAND,NEW ZEALAND,-37.008,174.792,343
SYD,KINGSFORD SMITH INTERNATIONAL AIRPORT,SYDNEY,AUSTRALIA,-33.946,151.177,SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,744
TBP,PEDRO CANGA,TUMBES,PERU,-3.552,-80.381,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,320
TCQ,CORONEL FAP CARLOS CIRIANI SANTA ROSA,TACNA,PERU,-18.053,-70.276,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,319 320
TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373,IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,-3.785,-73.309,319
TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,320 319
TRU,CAPITAN CARLOS MARTINEZ DE PINILLOS,TRUJILLO,PERU,-8.085,-79.109,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,320 319
TUC,TENIENTE BENJAMIN MATIENZO,TUCUMAN,ARGENTINA,-26.841,-65.105,AEP,AEROPARQUE JORGE NEWBERY,BUENOS AIRES,ARGENTINA,-34.559,-58.416,320
UAQ,SAN JUAN,SAN JULIAN,ARGENTINA,-31.571,-68.418,MDZ,EL PLUMERILLO,MENDOZA,ARGENTINA,-32.832,-68.793,320
UIB,EL CARANO,QUIBDO,COLOMBIA,5.691,-76.641,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147,DH2
UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,CLO,ALFONSO BONILLA ARAGON INTERNATIONAL,CALI,COLOMBIA,3.543,-76.381,320
UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884,319
UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,320
UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,MAD,BARAJAS,MADRID,SPAIN,40.472,-3.561,346
UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488,MDE,JOSE MARIA CORDOVA,RIO NEGRO,COLOMBIA,6.164,-75.423,320
USH,USHUAIA MALVINAS ARGENTINAS,USHUAIA,ARGENTINA,-54.843,-68.296,AEP,AEROPARQUE JORGE NEWBERY,BUENOS AIRES,ARGENTINA,-34.559,-58.416,320
VUP,ALFONSO LOPEZ PUMAREJO,VALLEDUPAR,COLOMBIA,10.435,-73.249,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147,320
VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,4.168,-73.614,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147,DH2
VVI,VIRU VIRU INTERNATIONAL,SANTA CRUZ,BOLIVIA,-17.645,-63.135,IQQ,DIEGO ARACENA INTERNATIONAL,IQUIQUE,CHILE,-20.535,-70.181,320
VVI,VIRU VIRU INTERNATIONAL,SANTA CRUZ,BOLIVIA,-17.645,-63.135,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114,319
VVI,VIRU VIRU INTERNATIONAL,SANTA CRUZ,BOLIVIA,-17.645,-63.135,LPB,EL ALTO INTERNATIONAL,LA PAZ,BOLIVIA,-16.513,-68.192,319
ZAL,PICHOY,VALDIVIA,CHILE,-39.65,-73.086,SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,319
ZCO,MAQUEHUE,TEMUCO,CHILE,-38.769,-72.636,SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786,319
ZOS,CANAL BAJO CARLOS HOTT SIEBERT,OSORNO,CHILE,-40.611,-73.06,ZAL,PICHOY,VALDIVIA,CHILE,-39.65,-73.086,319
BZV,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,-4.252,15.253,CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,757
BZV,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,-4.252,15.253,COO,COTONOU CADJEHOUN,COTONOU,BENIN,6.357,2.384,737
BZV,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,-4.252,15.253,DLA,DOUALA,DOUALA,CAMEROON,4.006,9.719,737
BZV,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,-4.252,15.253,PNR,POINTE NOIRE,POINTE-NOIRE,CONGO,-4.813,11.886,737
CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,BZV,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,-4.252,15.253,757
CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,PNR,POINTE NOIRE,POINTE-NOIRE,CONGO,-4.813,11.886,757
COO,COTONOU CADJEHOUN,COTONOU,BENIN,6.357,2.384,BZV,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,-4.252,15.253,737
COO,COTONOU CADJEHOUN,COTONOU,BENIN,6.357,2.384,DLA,DOUALA,DOUALA,CAMEROON,4.006,9.719,737
COO,COTONOU CADJEHOUN,COTONOU,BENIN,6.357,2.384,PNR,POINTE NOIRE,POINTE-NOIRE,CONGO,-4.813,11.886,737
DLA,DOUALA,DOUALA,CAMEROON,4.006,9.719,BZV,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,-4.252,15.253,737
DLA,DOUALA,DOUALA,CAMEROON,4.006,9.719,COO,COTONOU CADJEHOUN,COTONOU,BENIN,6.357,2.384,737
PNR,POINTE NOIRE,POINTE-NOIRE,CONGO,-4.813,11.886,BZV,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,-4.252,15.253,737
PNR,POINTE NOIRE,POINTE-NOIRE,CONGO,-4.813,11.886,CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,757
PNR,POINTE NOIRE,POINTE-NOIRE,CONGO,-4.813,11.886,COO,COTONOU CADJEHOUN,COTONOU,BENIN,6.357,2.384,737
BKK,BANGKOK INTERNATIONAL,BANGKOK,THAILAND,13.912,100.607,VTE,WATTAY INTERNATIONAL,VIENTIANE,LAOS,17.988,102.563,737
LPQ,LUANG PRABANG,LUANG PRABANG,LAOS,19.897,102.161,VTE,WATTAY INTERNATIONAL,VIENTIANE,LAOS,17.988,102.563,737
VTE,WATTAY INTERNATIONAL,VIENTIANE,LAOS,17.988,102.563,BKK,BANGKOK INTERNATIONAL,BANGKOK,THAILAND,13.912,100.607,737
VTE,WATTAY INTERNATIONAL,VIENTIANE,LAOS,17.988,102.563,LPQ,LUANG PRABANG,LUANG PRABANG,LAOS,19.897,102.161,737
ACE,LANZAROTE,LANZEROTE,CANARY ISLANDS,28.945,-13.605,FUE,FUERTEVENTURA,FUERTEVENTURA,CANARY ISLANDS,28.453,-13.864,73W
ACE,LANZAROTE,LANZEROTE,CANARY ISLANDS,28.945,-13.605,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73H
ADB,ADNAN MENDERES,IZMIR,TURKEY,38.292,27.157,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73H
AGA,INEZGANE,AGADIR,MOROCCO,30.381,-9.546,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73W 73H
AGP,MALAGA,MALAGA,SPAIN,36.674,-4.499,BVE,LA ROCHE,BRIVE,FRANCE,45.151,1.469,73W
AGP,MALAGA,MALAGA,SPAIN,36.674,-4.499,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73W ER4 73H
AJA,CAMPO DELL ORO,AJACCIO,CORSE ISL.,41.924,8.803,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73W
ANG,BRIE CHAMPNIERS,ANGOULEME,FRANCE,45.729,0.221,FSC,SUD CORSE,FIGARI,CORSE ISL.,41.501,9.098,DH4
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,ER4
AYT,ANTALYA,ANTALYA,TURKEY,36.901,30.792,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73H
BCN,BARCELONA,BARCELONA,SPAIN,41.297,2.078,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DH4
BIA,PORETTA,BASTIA,CORSE ISL.,42.554,9.483,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73W
BVC,RABIL,BOA VISTA,CAPE VERDE ISLANDS,16.137,-22.889,SID,AMILCAR CABRAL INTERNATIONAL,AMILCAR CABRAL,CAPE VERDE ISLANDS,16.741,-22.949,73W
CAG,ELMAS,CAGLIARI,ITALY,39.251,9.054,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DH4
CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,ER4 DH4
CFU,IOANNIS KAPODISTRIAS INTERNATIONAL,KERKYRA/CORFU,GREECE,39.602,19.912,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73H
CLY,SAINT CATHERINE,CALVI,CORSE ISL.,42.531,8.793,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DH4
CPH,KASTRUP,COPENHAGEN,DENMARK,55.618,12.656,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,ER4 DH4
DBV,DUBROVNIK,DUBROVNIK,CROATIA,42.561,18.268,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DH4
DJE,ZARZIS,DJERBA,TUNISIA,33.875,10.775,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73H
DUB,DUBLIN,DUBLIN,IRELAND,53.421,-6.27,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DH4
DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,CNJ
FAO,FARO,FARO,ACORES,37.014,-7.966,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73H
FAO,FARO,FARO,ACORES,37.014,-7.966,XRY,JEREZ,JEREZ,SPAIN,36.744,-6.06,73H
FCO,FIUMICINO,ROME,ITALY,41.813,12.253,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DH4
FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,ER4 DH4
FSC,SUD CORSE,FIGARI,CORSE ISL.,41.501,9.098,ANG,BRIE CHAMPNIERS,ANGOULEME,FRANCE,45.729,0.221,DH4
FSC,SUD CORSE,FIGARI,CORSE ISL.,41.501,9.098,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DH4
FUE,FUERTEVENTURA,FUERTEVENTURA,CANARY ISLANDS,28.453,-13.864,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73W 73H
GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,46.238,6.109,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,ER4
HAM,HAMBURG,HAMBURG,GERMANY,53.63,9.988,SCN,SAARBRUCKEN,SAARBRUECKEN,GERMANY,49.214,7.109,DH4
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73H
IBZ,IBIZA,IBIZA,SPAIN,38.873,1.373,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DH4
KGS,KOS,KOS,GREECE,36.793,27.092,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73W
LCY,CITY,LONDON,ENGLAND,51.505,0.054,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DH4
LIS,LISBOA,LISBON,PORTUGAL,38.781,-9.136,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73W 73H
LPA,GRAN CANARIA,GRAN CANARIA,CANARY ISLANDS,27.932,-15.386,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,ACE,LANZAROTE,LANZEROTE,CANARY ISLANDS,28.945,-13.605,73W 73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,ADB,ADNAN MENDERES,IZMIR,TURKEY,38.292,27.157,73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,AGA,INEZGANE,AGADIR,MOROCCO,30.381,-9.546,73W 73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,AGP,MALAGA,MALAGA,SPAIN,36.674,-4.499,73W ER4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,AJA,CAMPO DELL ORO,AJACCIO,CORSE ISL.,41.924,8.803,73W
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,ER4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,AYT,ANTALYA,ANTALYA,TURKEY,36.901,30.792,73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,BCN,BARCELONA,BARCELONA,SPAIN,41.297,2.078,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,BIA,PORETTA,BASTIA,CORSE ISL.,42.554,9.483,73W
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,BVC,RABIL,BOA VISTA,CAPE VERDE ISLANDS,16.137,-22.889,73W
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,CAG,ELMAS,CAGLIARI,ITALY,39.251,9.054,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,ER4 DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,CFU,IOANNIS KAPODISTRIAS INTERNATIONAL,KERKYRA/CORFU,GREECE,39.602,19.912,73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,CLY,SAINT CATHERINE,CALVI,CORSE ISL.,42.531,8.793,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,CPH,KASTRUP,COPENHAGEN,DENMARK,55.618,12.656,ER4 DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,CTA,CATANIA FONTANAROSSA,CATANIA,ITALY,37.467,15.066,73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DBV,DUBROVNIK,DUBROVNIK,CROATIA,42.561,18.268,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DJE,ZARZIS,DJERBA,TUNISIA,33.875,10.775,73H 73W
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DUB,DUBLIN,DUBLIN,IRELAND,53.421,-6.27,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,CNJ
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,FAO,FARO,FARO,ACORES,37.014,-7.966,73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,FCO,FIUMICINO,ROME,ITALY,41.813,12.253,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543,ER4 DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,FSC,SUD CORSE,FIGARI,CORSE ISL.,41.501,9.098,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,FUE,FUERTEVENTURA,FUERTEVENTURA,CANARY ISLANDS,28.453,-13.864,73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,46.238,6.109,ER4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,IBZ,IBIZA,IBIZA,SPAIN,38.873,1.373,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,KGS,KOS,KOS,GREECE,36.793,27.092,73W
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,LCY,CITY,LONDON,ENGLAND,51.505,0.054,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,LIS,LISBOA,LISBON,PORTUGAL,38.781,-9.136,73W 73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,LPA,GRAN CANARIA,GRAN CANARIA,CANARY ISLANDS,27.932,-15.386,73H
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,MAD,BARAJAS,MADRID,SPAIN,40.472,-3.561,ER4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,MLA,LUQA,MALTA,MALTA,35.857,14.478,ER4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,MUC,MUNICH,MUNICH,GERMANY,48.354,11.786,DH4 ER4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,MXP,MALPENSA,MILANO,ITALY,45.631,8.728,DH4 ER4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,NAP,CAPODICHINO,NAPLES,ITALY,40.886,14.291,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,NCE,COTE D AZUR,NICE,FRANCE,43.661,7.218,DH4
LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,49.626,6.211,OPO,PORTO,PORTO,ACORES,41.248,-8.681,73H 73W
